2019/10/13 11:16:30 [error] 6#0: *5 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.5:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:12 [error] 8#0: *25 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:18 [error] 8#0: *25 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:19 [error] 8#0: *25 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:19 [error] 8#0: *25 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:20 [error] 8#0: *25 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:21 [error] 8#0: *25 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:21 [error] 8#0: *40 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:21 [error] 8#0: *40 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:21 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:26 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:31 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:32 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:32 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:32 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:33 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:36 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:37 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:38 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:39 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:39 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:39 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.23.0.3:5000/favicon.ico", host: "35.247.142.242:5000", referrer: "http://35.247.142.242:5000/"
2019/10/13 11:21:40 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:40 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.23.0.3:5000/favicon.ico", host: "35.247.142.242:5000", referrer: "http://35.247.142.242:5000/"
2019/10/13 11:21:48 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:49 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.23.0.3:5000/favicon.ico", host: "35.247.142.242:5000", referrer: "http://35.247.142.242:5000/"
2019/10/13 11:21:50 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:21:50 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.23.0.3:5000/favicon.ico", host: "35.247.142.242:5000", referrer: "http://35.247.142.242:5000/"
2019/10/13 11:21:53 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.23.0.3:5000/favicon.ico", host: "35.247.142.242:5000", referrer: "http://35.247.142.242:5000/"
2019/10/13 11:22:03 [error] 8#0: *46 connect() failed (111: Connection refused) while connecting to upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET / HTTP/1.1", upstream: "http://172.23.0.3:5000/", host: "35.247.142.242:5000"
2019/10/13 11:52:56 [error] 8#0: *5412 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /socket.io/?EIO=3&transport=polling&t=1570967516903-6&sid=2bc7faa5a26340ae8f627da9ce3da4b0 HTTP/1.1", upstream: "http://172.23.0.3:5000/socket.io/?EIO=3&transport=polling&t=1570967516903-6&sid=2bc7faa5a26340ae8f627da9ce3da4b0", host: "35.247.142.242:5000", referrer: "http://35.247.142.242/"
2019/10/13 12:38:34 [error] 8#0: *5417 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /socket.io/?EIO=3&transport=polling&t=1570970254669-14&sid=38270dff698d4fe7866206316c35d38e HTTP/1.1", upstream: "http://172.23.0.3:5000/socket.io/?EIO=3&transport=polling&t=1570970254669-14&sid=38270dff698d4fe7866206316c35d38e", host: "35.247.142.242:5000", referrer: "http://35.247.142.242/"
2019/10/13 13:10:13 [error] 8#0: *5587 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /socket.io/?EIO=3&transport=polling&t=1570972153009-2&sid=eeeebc40d8244d64a75f290a564c3acb HTTP/1.1", upstream: "http://172.23.0.3:5000/socket.io/?EIO=3&transport=polling&t=1570972153009-2&sid=eeeebc40d8244d64a75f290a564c3acb", host: "35.247.142.242:5000", referrer: "http://35.247.142.242/"
2019/10/13 13:31:17 [error] 8#0: *298 upstream prematurely closed connection while reading response header from upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /socket.io/?EIO=3&transport=polling&t=1570973476563-6&sid=5b024201284c4a469e16b5b244ff5670 HTTP/1.1", upstream: "http://172.23.0.5:5000/socket.io/?EIO=3&transport=polling&t=1570973476563-6&sid=5b024201284c4a469e16b5b244ff5670", host: "35.247.142.242:5000", referrer: "http://35.247.142.242/"
2019/10/13 13:31:23 [error] 9#0: *446 upstream prematurely closed connection while reading response header from upstream, client: 111.65.46.90, server: 0.0.0.0, request: "GET /socket.io/?EIO=3&transport=polling&t=1570973480507-10&sid=71554e696d8c457d9cea0eae85f6f78f HTTP/1.1", upstream: "http://172.23.0.5:5000/socket.io/?EIO=3&transport=polling&t=1570973480507-10&sid=71554e696d8c457d9cea0eae85f6f78f", host: "35.247.142.242:5000", referrer: "http://35.247.142.242/"
